Biomass species,Moisture,Ash,Volatile_Matter,Fixed_Carbon,Carbon,Hydrogen,Oxygen,Nitrogen,Particle_Size,Temperature,Heating_Rate,Flow_Rate,Biochar_Yield,Bio_Oil_Yield,Gas_Yield
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,1.6,600,5.0,100.0,27.08,25.49,23.36
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,1.05,600,5.0,100.0,26.19,26.55,23.19
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.63,600,5.0,100.0,25.49,27.79,23.36
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.33,600,5.0,100.0,27.61,25.84,22.83
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.1,600,5.0,100.0,30.27,24.96,21.06
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.63,600,5.0,50.0,26.55,28.57,17.31
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.63,600,5.0,100.0,26.39,29.58,15.63
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.63,600,5.0,200.0,25.88,30.08,12.77
rice straw,7.16,15.43,62.43,14.98,44.82,5.08,49.18,0.92,0.63,600,5.0,400.0,25.71,28.24,14.62
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,350,10.0,100.0,39.7,31.69,28.52
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,400,10.0,100.0,38.34,32.29,29.28
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,450,10.0,100.0,37.69,32.53,29.83
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,10.0,100.0,37.17,32.86,30.04
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,550,10.0,100.0,36.58,31.59,31.9
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,350,30.0,100.0,38.13,32.27,29.6
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,400,30.0,100.0,37.58,32.94,29.53
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,450,30.0,100.0,36.41,33.31,30.27
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,30.0,100.0,35.89,33.8,30.34
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,550,30.0,100.0,35.53,32.61,31.9
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,350,50.0,100.0,37.63,33.37,29.0
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,400,50.0,100.0,36.77,33.65,29.58
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,450,50.0,100.0,36.12,33.86,30.04
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,50.0,100.0,34.61,34.61,30.71
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,550,50.0,100.0,33.88,32.92,33.15
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,50.0,100.0,34.7,34.89,30.63
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.26,500,50.0,100.0,35.47,33.67,31.12
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.36,500,50.0,100.0,35.4,32.94,31.23
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.63,500,50.0,100.0,36.36,32.86,31.06
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,50.0,100.0,34.74,34.43,31.03
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,50.0,150.0,32.73,35.21,31.34
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,50.0,200.0,33.04,35.98,31.03
Lampranthus spectabilis,5.6,4.6,74.9,14.08,39.27,6.54,52.91,1.28,0.2,500,50.0,250.0,32.42,33.2,34.28
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,400,300.0,25.0,41.98,39.5,18.53
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,500,300.0,25.0,34.95,48.79,16.25
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,550,300.0,25.0,32.95,43.21,23.85
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,700,300.0,25.0,29.47,51.19,19.34
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,400,300.0,100.0,41.18,39.2,19.62
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,500,300.0,100.0,33.19,55.38,11.43
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,550,300.0,100.0,31.93,57.69,10.38
Lampranthus spectabilis,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,1.33,700,300.0,100.0,26.26,41.3,32.44
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,400,50.0,30.0,26.75,28.1,45.15
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,500,50.0,30.0,24.8,29.55,45.65
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,600,50.0,30.0,22.95,36.45,40.65
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,400,50.0,30.0,29.05,35.54,35.55
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,500,50.0,30.0,27.5,36.6,35.9
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,600,50.0,30.0,26.25,37.5,36.0
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,400,50.0,30.0,27.85,27.4,44.75
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,500,50.0,30.0,26.25,32.05,41.7
Avocado seed ,9.75,1.43,74.9,14.08,41.98,6.77,50.58,0.66,0.5,600,50.0,30.0,24.25,34.0,43.25
P. glabra and M. ferrea seeds,3.5,2.72,74.58,19.2,44.0,5.46,48.8,1.61,0.2,350,40.0,100.0,33.0,23.16,19.48
P. glabra and M. ferrea seeds,3.5,2.72,74.58,19.2,44.0,5.46,48.8,1.61,0.2,450,40.0,100.0,29.4,25.6,21.68
P. glabra and M. ferrea seeds,3.5,2.72,74.58,19.2,44.0,5.46,48.8,1.61,0.2,550,40.0,100.0,28.6,28.56,23.32
P. glabra and M. ferrea seeds,3.5,2.72,74.58,19.2,44.0,5.46,48.8,1.61,0.2,650,40.0,100.0,28.84,26.84,24.68
P. glabra and M. ferrea seeds,3.8,1.17,76.83,18.2,47.5,5.43,45.9,1.15,0.2,350,40.0,100.0,30.54,25.23,20.48
P. glabra and M. ferrea seeds,3.8,1.17,76.83,18.2,47.5,5.43,45.9,1.15,0.2,450,40.0,100.0,27.46,26.87,23.18
P. glabra and M. ferrea seeds,3.8,1.17,76.83,18.2,47.5,5.43,45.9,1.15,0.2,550,40.0,100.0,26.23,29.6,23.82
P. glabra and M. ferrea seeds,3.8,1.17,76.83,18.2,47.5,5.43,45.9,1.15,0.2,650,40.0,100.0,25.87,27.84,24.74
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,350,10.0,0.0,31.42,43.09,24.98
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,400,10.0,0.0,29.62,42.63,27.19
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,450,10.0,0.0,28.55,44.59,26.96
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,500,10.0,0.0,26.74,45.71,27.84
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,550,10.0,0.0,26.15,45.85,28.22
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,600,10.0,0.0,25.57,45.14,29.09
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,350,50.0,0.0,29.53,48.47,22.14
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,400,50.0,0.0,29.3,47.71,22.86
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,450,50.0,0.0,27.6,50.03,23.17
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,500,50.0,0.0,26.17,51.16,23.35
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,550,50.0,0.0,24.6,50.26,25.55
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,600,50.0,0.0,24.11,48.69,27.74
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.33,500,50.0,0.0,27.23,51.03,21.67
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,0.73,500,50.0,0.0,25.89,50.85,22.79
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,1.4,500,50.0,0.0,25.58,48.6,25.32
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,2.0,500,50.0,0.0,25.66,49.71,23.72
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,1.0,500,50.0,100.0,25.25,54.3,19.86
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,1.0,500,50.0,200.0,23.01,52.8,25.4
paulownia wood ,5.7,1.06,71.8,20.64,44.73,6.12,48.28,0.87,1.0,500,50.0,300.0,23.01,51.01,26.9
paulownia wood ,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,400,20.0,100.0,41.47,42.2,16.33
paulownia wood ,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,500,20.0,100.0,29.83,54.04,16.13
paulownia wood ,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,600,20.0,100.0,29.28,54.2,16.52
paulownia wood ,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,800,20.0,100.0,27.87,52.07,20.06
spirulina,8.45,13.99,65.48,12.08,39.26,6.11,47.71,6.65,0.75,450,100.0,30.0,31.7,42.91,25.68
spirulina,8.45,13.99,65.48,12.08,39.26,6.11,47.71,6.65,0.75,500,100.0,30.0,32.49,43.28,24.19
spirulina,8.45,13.99,65.48,12.08,39.26,6.11,47.71,6.65,0.75,550,100.0,30.0,31.41,47.18,23.73
spirulina,8.45,13.99,65.48,12.08,39.26,6.11,47.71,6.65,0.75,600,100.0,30.0,32.0,42.57,27.43
spirulina,5.57,0.36,80.9,15.2,46.8,6.3,46.9,19.4,0.65,350,15.0,100.0,37.0,39.7,23.3
spirulina,5.57,0.36,80.9,15.2,46.8,6.3,46.9,19.4,0.65,400,15.0,100.0,35.9,40.0,24.1
spirulina,5.57,0.36,80.9,15.2,46.8,6.3,46.9,19.4,0.65,450,15.0,100.0,30.3,44.1,25.6
spirulina,5.57,0.36,80.9,15.2,46.8,6.3,46.9,19.4,0.65,500,15.0,100.0,28.0,45.3,26.7
spirulina,5.57,0.36,80.9,15.2,46.8,6.3,46.9,19.4,0.65,550,15.0,100.0,26.2,48.0,27.8
spirulina,5.57,0.36,80.9,15.2,46.8,6.3,46.9,19.4,0.65,600,15.0,100.0,25.2,45.7,29.1
spirulina,3.52,0.42,79.7,14.4,52.7,6.5,40.8,22.5,0.65,350,15.0,100.0,42.5,35.7,21.8
spirulina,3.52,0.42,79.7,14.4,52.7,6.5,40.8,22.5,0.65,400,15.0,100.0,35.5,38.3,26.2
spirulina,3.52,0.42,79.7,14.4,52.7,6.5,40.8,22.5,0.65,450,15.0,100.0,31.2,39.5,29.3
spirulina,3.52,0.42,79.7,14.4,52.7,6.5,40.8,22.5,0.65,500,15.0,100.0,28.7,41.1,30.2
spirulina,3.52,0.42,79.7,14.4,52.7,6.5,40.8,22.5,0.65,550,15.0,100.0,27.9,40.5,31.6
spirulina,3.52,0.42,79.7,14.4,52.7,6.5,40.8,22.5,0.65,600,15.0,100.0,28.5,39.8,31.7
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,350,7.0,100.0,31.03,39.11,29.86
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,400,7.0,100.0,29.73,41.18,29.09
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,450,7.0,100.0,24.39,41.76,33.85
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,500,7.0,100.0,24.03,45.44,30.53
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,550,7.0,100.0,24.21,44.14,31.65
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,700,7.0,100.0,22.64,42.57,34.79
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,350,40.0,100.0,28.07,31.71,40.22
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,400,40.0,100.0,24.61,36.2,39.19
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,450,40.0,100.0,20.89,36.64,42.47
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,500,40.0,100.0,21.07,39.25,39.69
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,550,40.0,100.0,20.84,37.54,41.62
rapeseed,4.0,5.5,82.6,7.9,52.25,8.06,35.78,3.91,0.53,700,40.0,100.0,20.08,35.57,44.35
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,300,7.0,0.0,32.1,51.3,16.6
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,400,7.0,0.0,29.2,53.2,17.6
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,7.0,0.0,28.4,54.4,17.2
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,520,7.0,0.0,28.0,53.4,18.6
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,700,7.0,0.0,26.5,53.3,20.2
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,900,7.0,0.0,26.0,52.9,21.1
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,300,30.0,0.0,26.4,49.1,24.5
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,400,30.0,0.0,26.2,49.4,24.4
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,30.0,0.0,26.2,49.2,24.6
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,520,30.0,0.0,25.8,50.8,23.4
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,700,30.0,0.0,25.4,51.6,23.0
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,900,30.0,0.0,24.9,51.6,23.5
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,30.0,50.0,28.8,56.9,14.3
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,30.0,100.0,29.0,59.3,11.7
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,30.0,200.0,29.4,57.7,12.9
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,30.0,400.0,29.0,57.2,13.8
sunflower bagasse,5.0,6.9,73.8,14.3,49.6,7.4,38.6,4.4,1.13,450,30.0,600.0,29.4,58.3,12.3
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,350,10.0,0.0,33.84,28.95,37.22
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,400,10.0,0.0,31.39,30.33,38.28
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,450,10.0,0.0,29.07,31.33,39.6
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,500,10.0,0.0,27.27,33.37,39.36
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,550,10.0,0.0,26.51,31.63,41.86
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,350,30.0,0.0,31.36,31.03,37.61
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,400,30.0,0.0,28.27,32.93,38.8
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,450,30.0,0.0,27.38,33.67,38.95
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,500,30.0,0.0,25.32,34.41,40.27
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,0.5,550,30.0,0.0,24.95,33.33,41.73
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,1.5,500,30.0,100.0,34.92,38.36,26.72
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,2.5,500,30.0,150.0,37.44,36.47,26.09
The sugar beet bagasse,9.84,3.68,74.45,12.03,42.67,6.08,49.3,1.95,3.5,500,30.0,200.0,39.83,35.59,24.58
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,400,15.0,25.0,41.18,38.43,20.39
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,500,15.0,25.0,33.64,58.44,7.92
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,550,15.0,25.0,31.8,58.25,9.95
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,700,15.0,25.0,26.46,39.57,33.97
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,400,15.0,50.0,39.49,39.75,20.76
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,500,15.0,50.0,30.62,59.95,9.43
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,550,15.0,50.0,27.41,62.41,10.18
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,700,15.0,50.0,24.76,41.83,33.41
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,400,15.0,100.0,39.49,40.13,20.38
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,500,15.0,100.0,30.24,60.14,9.62
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,550,15.0,100.0,28.16,61.84,10.0
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,700,15.0,100.0,21.56,41.82,36.62
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,400,15.0,200.0,37.98,39.56,22.46
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,500,15.0,200.0,29.11,58.81,12.08
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,550,15.0,200.0,26.84,59.0,14.16
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,700,15.0,200.0,21.56,42.58,35.86
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,400,15.0,400.0,37.41,38.81,23.78
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,500,15.0,400.0,47.0,38.85,14.15
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,550,15.0,400.0,26.28,58.43,15.29
sunflower,5.8,7.4,76.1,10.7,49.81,6.22,39.1,4.87,0.33,700,15.0,400.0,20.99,43.14,35.87
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,350,15.0,100.0,40.28,38.46,20.74
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,400,15.0,100.0,36.27,39.96,23.68
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,450,15.0,100.0,33.82,41.99,23.71
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,500,15.0,100.0,30.59,43.03,26.65
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,550,15.0,100.0,29.16,42.81,28.24
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,600,15.0,100.0,26.49,40.86,32.85
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,350,30.0,100.0,38.71,40.56,20.85
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,400,30.0,100.0,34.36,42.21,23.79
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,450,30.0,100.0,31.92,42.81,25.5
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,500,30.0,100.0,28.8,43.71,27.87
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,550,30.0,100.0,26.92,43.71,29.8
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,600,30.0,100.0,25.26,42.13,33.52
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,350,50.0,100.0,36.81,41.91,20.97
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,400,50.0,100.0,32.69,42.66,24.9
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,450,50.0,100.0,29.57,43.41,27.17
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,500,50.0,100.0,26.12,45.13,28.88
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,550,50.0,100.0,25.01,43.56,31.03
F. orientalis L. plants,5.7,4.87,74.9,14.08,44.41,6.74,47.53,1.33,0.5,600,50.0,100.0,23.24,42.36,34.41
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,400,10.0,0.0,40.48,43.84,15.67
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,10.0,0.0,33.45,49.1,17.45
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,600,10.0,0.0,30.42,47.71,21.87
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,700,10.0,0.0,25.34,45.88,28.78
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,400,40.0,0.0,35.33,48.24,16.43
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,40.0,0.0,31.42,48.24,20.43
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,600,40.0,0.0,28.78,47.44,23.78
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,700,40.0,0.0,24.32,46.64,29.04
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,40.0,50.0,34.27,48.85,16.88
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,40.0,100.0,33.59,48.29,18.12
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,40.0,150.0,31.42,48.24,20.34
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,40.0,200.0,30.69,38.47,30.8
Jute dust,5.34,9.65,72.11,12.9,43.71,6.18,48.75,1.38,0.65,500,40.0,250.0,28.73,37.6,33.67
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,350,10.0,100.0,46.48,25.59,27.84
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,450,10.0,100.0,36.34,30.38,33.37
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,550,10.0,100.0,33.93,37.74,28.67
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,650,10.0,100.0,30.58,37.74,31.81
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,350,30.0,100.0,44.01,23.17,32.77
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,450,30.0,100.0,35.83,29.75,34.44
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,550,30.0,100.0,33.21,37.02,29.9
straw and stalk,0.0,5.87,75.55,18.58,45.17,5.15,42.92,0.75,0.75,650,30.0,100.0,29.76,36.02,34.4
corncob,6.4,1.2,76.7,15.7,52.7,6.4,40.6,0.3,0.65,300,7.0,0.0,30.3,40.15,30.12
corncob,6.4,1.2,76.7,15.7,52.7,6.4,40.6,0.3,0.65,400,7.0,0.0,30.99,39.55,29.91
corncob,6.4,1.2,76.7,15.7,52.7,6.4,40.6,0.3,0.65,500,7.0,0.0,27.37,41.46,31.49
corncob,6.4,1.2,76.7,15.7,52.7,6.4,40.6,0.3,0.65,600,7.0,0.0,26.98,41.04,30.21
corncob,6.4,1.2,76.7,15.7,52.7,6.4,40.6,0.3,0.65,700,7.0,0.0,26.05,36.32,35.74
corncob,6.4,1.2,76.7,15.7,52.7,6.4,40.6,0.3,0.65,800,7.0,0.0,24.77,36.62,37.68
Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,400,10.0,150.0,37.17,42.52,20.63
Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,500,10.0,150.0,34.33,44.88,22.2
Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,150.0,28.19,49.29,23.94
Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,700,10.0,150.0,26.93,47.72,26.93
Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,150.0,27.44,48.77,23.6
Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,200.0,25.66,47.49,26.32
